file,id,note,English,Arabic
Clew/localizations/en.lproj/Localizable.strings,recordingARouteContent,This is a paragraph in the recording a route section which describes how to record a single use route,"As soon as the app launches, the app will present three buttons: save route, single use route, and saved routes list. To navigate a route that you don't need to save, simply press the single use route button and follow the app's instructions. To save a route, activate the save route button. The app will walk you through the process of saving a route by first asking you to create an anchor point. The procedure for creating an anchor point is described later in this document and also through in-app instructions. If at any point you want to cancel an activity and return to this recording screen from any other part of the app, either the home button, or in some cases a “done” button, can be pressed to reset the app status and return to the recording view.","Al iniciar la aplicación, ésta presenta tres botones: Guardar ruta, Grabar ruta de un solo uso y Listado de rutas guardadas. Para navegar por una ruta que no necesitas guardar, simplemente presiona el botón de Grabar ruta de un solo uso y sigue las instrucciones de la aplicación. Para guardar una ruta, activa el botón Guardar ruta. La aplicación te guiará a través del proceso de guardar una ruta pidiéndote primero que crees un punto de anclaje. El procedimiento para crear un punto de anclaje se describe más adelante en este documento y también a través de las instrucciones de la aplicación. Si en algún momento deseas cancelar una actividad y volver desde cualquier otra parte de la aplicación a esta pantalla de grabación, puedes pulsar el botón que lleva a la pantalla de inicio de Clew, o en algunos casos, el botón de Hecho para restablecer el estado de la aplicación y volver a la vista de grabación."
Clew/localizations/en.lproj/Localizable.strings,recordingARouteHeader,This is a section heading in the help documentation menu,Recording a route,Grabar una ruta
Clew/localizations/en.lproj/Localizable.strings,recordingARouteProperPositioningContent,This is a paragraph in the recording a route section of the help menu. This paragraph describes how to properly hold the phone while recording a route for optimal performance,"The app's motion estimates are based primarily on analyzing images from your phone's camera. The app will not work unless your phone's rear camera is capturing images of your environment. The app will not work if the phone is in your pocket or if any part of your body is blocking your phone's rear camera. We have found that the app works best when you hold the phone in portrait orientation with the rear camera facing directly ahead of you and the phone oriented vertically. Other orientations can work, but may result in diminished accuracy.","Las estimaciones de movimiento de la aplicación se basan principalmente en el análisis de imágenes de la cámara del teléfono. Clew no funcionará a menos que la cámara trasera de tu móvil esté capturando imágenes de tu entorno. Tampoco funcionará si éste está en el bolsillo o si alguna parte del cuerpo bloquea su cámara. Hemos descubierto que la aplicación funciona mejor cuando sostienes el teléfono en orientación vertical con la cámara trasera enfocada al frente. Otras orientaciones pueden funcionar, pero pueden disminuir la precisión."
Clew/localizations/en.lproj/Localizable.strings,recordingARouteProperPositioningHeading,This is a heading in the recording a route section of the help documentation.,Properly positioning your phone when using Clew,Posicionamiento correcto del teléfono al usar Clew
Clew/localizations/en.lproj/Localizable.strings,resumeAnchorPointToReturnNavigationAnnouncement,"This is an Announcement which indicates that the pause session is complete, that the program was able to align with the anchor point, and that return navigation has started.",Aligned to anchor point. Starting navigation.,Alineado al punto de anclaje. Iniciando la navegación.
Clew/localizations/en.lproj/Localizable.strings,resumePausedRouteButtonAccessibilityLabel,Accessibility label for button allowing the user to resume a paused route,Resume,Reanudar
Clew/localizations/en.lproj/Localizable.strings,resumeRouteViewText,Resume,"Your route tracking is now paused. When you would like to navigate back, return to the location of your last anchor point and press the resume button.","El seguimiento de la ruta está en pausa. Cuando quieras navegar de vuelta, regresa a la ubicación de tu último punto de anclaje y presiona el botón de reanudar."
Clew/localizations/en.lproj/Localizable.strings,rightDirection,Direction to the user to make an approximately 90 degree right turn.,Turn right,Gira a la derecha
Clew/localizations/en.lproj/Localizable.strings,routeDirectionEndToStartButtonLabel,The text on a button in the select navigational direction menu of the app. This button allows the user to navigate a route in the opposite direction as it was originally recorded.,End to Start,Del final al inicio
Clew/localizations/en.lproj/Localizable.strings,routeDirectionPop-UpHeader,RoutesViewController,Route direction,Dirección de la ruta
Clew/localizations/en.lproj/Localizable.strings,routeDirectionStartToEndButtonLabel,The text on a button in the select navigational direction menu of the app. This button allows the user to navigate a route in the same direction as it was originally recorded.,Start to End,Del inicio al final
Clew/localizations/en.lproj/Localizable.strings,routeNamePlaceholder,,Enter route title,Introducir el título de la ruta
Clew/localizations/en.lproj/Localizable.strings,saveARouteButtonAccessibilityLabel,A button that allows the user to save a path to a destination.,Save a route,Guardar una ruta
Clew/localizations/en.lproj/Localizable.strings,saveARouteButtonText,Name of labels that appear in UI,Save Route,Guardar ruta
Clew/localizations/en.lproj/Localizable.strings,saveRouteConfirmationLabel,,Save,Guardar
Clew/localizations/en.lproj/Localizable.strings,saveRoutePop-UpTextBoxPrompt,,Enter the name of the route,Introduce el nombre de la ruta
Clew/localizations/en.lproj/Localizable.strings,saveRoutePop-UpTitle,Save routes,Save route,Guardar ruta
Clew/localizations/en.lproj/Localizable.strings,saveRouteToPlayPauseAnnouncement,This is an announcement which is spoken when the user finishes saving their route. This announcement signifies the transition from the view where the user can name or save their route to the screen where the user can either pause the AR session tracking or they can perform return navigation.,Route saved. You may now perform return navigation or return to the home screen.,Ruta guardada. Ahora puedes realizar la navegación de retorno o regresar a la pantalla de inicio de Clew.
Clew/localizations/en.lproj/Localizable.strings,savedRouteTutorialInstructionTextParagraph1,Instructions for using saved routes paragraph 1,Clew allows you to record a route that you can return to at a later time. The Save Routes feature is useful for paths that you want to come back to frequently. The route is stored on your device's memory (and soon on the cloud). You can navigate a saved route from A-to-B and back.,
Clew/localizations/en.lproj/Localizable.strings,savedRouteTutorialInstructionTextParagraph2,Instructions for using saved routes paragraph 2,"For example, you can save a route at a hotel which could navigate you from the front desk to the elevator and back. Or from the elevator to your hotel room and back to the elevator.",
Clew/localizations/en.lproj/Localizable.strings,savedRoutesContent,this is a paragraph in the saved routes section of the help documentation. this paragraph describes the basic functionaliuty of the saved routes feature,The saved routes menu allows you to load recorded routes and navigate along them in either the forward or reverse direction.,El menú de rutas guardadas te permite cargar las rutas grabadas y navegar por ellas hacia delante o hacia atrás.
Clew/localizations/en.lproj/Localizable.strings,savedRoutesDeletingASavedRouteContent,This is a paragraph in the saved routes section of the help documentation. This paragraph describes how to delete a saved route.,You can delete routes from this menu either by swiping left (if not using VoiceOver) or by activating the secondary action on the route (if you are using VoiceOver).,Puedes eliminar rutas desde este menú deslizándote hacia la izquierda (si no usas VoiceOver) o deslizando un dedo hacia abajo mientras está situado en la ruta que deseas eliminar (si usas VoiceOver).
Clew/localizations/en.lproj/Localizable.strings,savedRoutesDeletingASavedRouteHeader,This is a header in the saved routes section of the help documentation,Deleting a saved route,Eliminar una ruta guardada
Clew/localizations/en.lproj/Localizable.strings,savedRoutesHeader,This is a section header in the help documentation,Saved routes,Rutas guardadas
Clew/localizations/en.lproj/Localizable.strings,savedRoutesListButtonAccessibilityLabel,The accessibility tag for a button which opens a menu which displays all the saved routes created by the user.,Saved Routes List,Listado de rutas guardadas
Clew/localizations/en.lproj/Localizable.strings,savedRoutesListButtonText,This is the text which appears on the Saved routes List buttton,Saved Routes List,Listado de rutas guardadas
Clew/localizations/en.lproj/Localizable.strings,savedRoutesListPop-UpHeading,The title to a list of routes that have been saved by the user.,Saved Routes List,Listado de rutas guardadas
Clew/localizations/en.lproj/Localizable.strings,savedRoutesLoadingARouteContent,This is a paragraph in the saving routes section of the help menu which describes the process for loading a saved route for navigation.,"The saved routes menu provides you with a list of recorded routes ordered from most to least recent. Once you tap on a route, you can select navigation in &quot;start to end&quot; or &quot;end to start&quot; mode. &quot;Start to end&quot; means that you navigate along the route in the same direction as it was recorded. &quot;End to start&quot; means that you navigate the route in the reverse direction as it was recorded.","El menú de rutas guardadas te proporciona una lista de rutas grabadas ordenadas de la más reciente a la menos reciente. Una vez que pulses sobre una ruta, puedes seleccionar la navegación en el modo &quot;del inicio al final&quot; o &quot;del final al inicio&quot;. &quot;Del inicio al final&quot; significa que navegas a lo largo de la ruta en la misma dirección en la que fue grabada. &quot;Del final al inicio&quot; significa que navegas la ruta en la dirección inversa a la que fue grabada."
Clew/localizations/en.lproj/Localizable.strings,savedRoutesLoadingARouteHeader,This is a header in the saving routes section of the help documentation menu,Loading a route,Cargar una ruta
Clew/localizations/en.lproj/Localizable.strings,savedRoutesSharingASavedRouteContent,This is a paragraph in the saved routes section of the help documentation. This paragraph describes how to share a saved route.,"You can share routes from this menu either by swiping left (if not using VoiceOver) or by activating the secondary action on the route (if you are using VoiceOver). Pressing on the share button will then open a share selector which lets you share a route over text, email, airdrop, or through many other apps. When sharing a route please be sure that you have entered detailed instructions (either as a voice note or as text) to help the person you are sharing the route with find the route's anchor points. If this person cannot accurately find the anchor points, the app will not provide accurate guidance.","Puedes compartir rutas desde este menú ya sea deslizándote hacia la izquierda (si no usas VoiceOver) o deslizando un dedo hacia abajo mientras está situado en la ruta que deseas compartir (si usas VoiceOver). Presionando el botón de compartir se abrirá un selector que te permite compartir una ruta a través de texto, correo electrónico, airdrop, o a través de otras muchas aplicaciones. Cuando compartas una ruta, asegúrate de que has introducido instrucciones detalladas (ya sea como nota de voz o como texto) para ayudar a la persona con la que compartes la ruta a encontrar los puntos de anclaje. Si esta persona no puede encontrar con precisión los puntos de anclaje, la aplicación no le proporcionará una orientación precisa."
Clew/localizations/en.lproj/Localizable.strings,savedRoutesSharingASavedRouteHeader,This is a header in the saved routes section of the help documentation,Sharing a saved route,Compartir una ruta guardada
Clew/localizations/en.lproj/Localizable.strings,savedRoutesTutorialButtonText,Title for the saved route part of the tutorial,Saving and Finding Routes,
Clew/localizations/en.lproj/Localizable.strings,savingARouteTutorialTextParagraph1,Instructions for saving routes paragraph 1,"Saving a route records both the route from points A-to-B, referred to as 'Start-to-End', and the return route, referred to as 'End-to-Start'. Keep this reference in mind whenever you want to navigate a saved route.",
Clew/localizations/en.lproj/Localizable.strings,savingARouteTutorialTextParagraph2,Instructions for saving routes paragraph 2,Saving a route requires you to set an anchor point at the start of the route. Clew will then record the route until you've reached your destination. You'll then be required to set the anchor point at the end of the route.,
Clew/localizations/en.lproj/Localizable.strings,savingARouteTutorialTextParagraph3,Instructions for saving routes paragraph 3,Tap the Save Route button in the home screen to begin recording a route.,
Clew/localizations/en.lproj/Localizable.strings,savingARouteTutorialTitle,Title for the saving a part of the tutorial,Saving a Route,
Clew/localizations/en.lproj/Localizable.strings,score,used to define the score of the user when practicing a skill,score,
Clew/localizations/en.lproj/Localizable.strings,setAnchorPointButtonText,The text shown on the button that sets the anchor point during the tutorial,Set Anchor Point,
Clew/localizations/en.lproj/Localizable.strings,setSiriShortcutButton,Set a Siri shortcut,Set Siri shortcut,
Clew/localizations/en.lproj/Localizable.strings,settingAnAnchorPointTutorialText,Text of setting an anchor point page,"Anchor points are created at the beginning and at the end of a route. We recommend setting the anchor point at a location that is easy to remember and find at a later time. A good anchor point could be set at a wall, a doorframe, or a piece of furniture like a table.",
Clew/localizations/en.lproj/Localizable.strings,settingAnAnchorPointTutorialTitle,Title of setting an anchor point page,Setting an Anchor Point,
Clew/localizations/en.lproj/Localizable.strings,settingOptionsTutorialButtonText,Title for the setting options part of the tutorial,Settings,
Clew/localizations/en.lproj/Localizable.strings,settingOptionsTutorialInstructionTextParagraph1,Information about what the setting options are paragraph 1,Clew settings allow you to customize your experience with the app. This module will walk you through some of the important feature settings within Clew. You can always return to the Settings by tapping on the main menu icon.,
Clew/localizations/en.lproj/Localizable.strings,settingOptionsTutorialInstructionTextParagraph2,Information about what the setting options are paragraph 2,Tap the 'Clew Initial Setup' button to begin.,
Clew/localizations/en.lproj/Localizable.strings,settingsButtonAccessibilityLabel,,Settings,Ajustes
Clew/localizations/en.lproj/Localizable.strings,settingsWalkThroughAdjustPhoneBodyOffset,Correct for phone body offset settings adjustment,Enable Automatic Correction,
Clew/localizations/en.lproj/Localizable.strings,settingsWalkThroughCompleteText,Text of the screen displayed at the end of the settings walkthrough,Congratulations! You've completed the initial settings for Clew. Remember that you can change your settings at any time by tapping the main menu icon and selecting Settings.,
Clew/localizations/en.lproj/Localizable.strings,settingsWalkThroughCompleteTitle,Title of the screen displayed at the end of the settings walkthrough,Clew Initial Setup Complete,
Clew/localizations/en.lproj/Localizable.strings,settingsWalkThroughCrumbColorText,Crumb color text,Clew displays virtual crumb or waypoints along the route. Please select a color from the list below. You can always change the color later.,
Clew/localizations/en.lproj/Localizable.strings,settingsWalkThroughCrumbColorTitle,Crumb color title,Crumb or Waypoint Color,
Clew/localizations/en.lproj/Localizable.strings,settingsWalkThroughDontAdjustPhoneBodyOffset,Don't correct for phone body offset settings adjustment,Disable Automatic Correction,
Clew/localizations/en.lproj/Localizable.strings,settingsWalkThroughFeedbackOptionsHaptic,button text for turning on haptic feedback in the tutorial,Haptic (vibrations),
Clew/localizations/en.lproj/Localizable.strings,settingsWalkThroughFeedbackOptionsSound,button text for turning on sound feedback in the tutorial,Sound,
Clew/localizations/en.lproj/Localizable.strings,settingsWalkThroughFeedbackOptionsSpeech,button text for turning on voice feedback in the tutorial,Voice cues,
Clew/localizations/en.lproj/Localizable.strings,settingsWalkThroughFeedbackOptionsText,the text of the feedback options portion of the tutorial,"Clew provides sounds, haptic (vibration) feedback and voice cues to help you navigate a route. You can turn these ON/OFF at any time in the Settings. But, we recommend that you at least keep one mode of feedback active in order to have the best experience with Clew. Tip: new users are encouraged to keep all feedback modes on.",
Clew/localizations/en.lproj/Localizable.strings,settingsWalkThroughFeedbackOptionsTitle,the title of the feedback options portion of the tutorial,Feedback,
Clew/localizations/en.lproj/Localizable.strings,settingsWalkThroughPathColorText,Path color text,Clew shows the route path by displaying a virtual line that intersects with the waypoints or crumbs. Please select a color for your path line from the list. Tip: You can make the path line a different color from the crumb in order to improve contrast between them.,
Clew/localizations/en.lproj/Localizable.strings,settingsWalkThroughPathColorTitle,Path color title,Path Line Color,
Clew/localizations/en.lproj/Localizable.strings,settingsWalkThroughPhoneBodyOffsetTextParagraph1,Determine whether to use the phone body offset correction page text paragraph 1,The accuracy of Clew's navigation and directional guidance relies heavily on you holding and maintaining your phone in the correct 'pose' (the direction which it's facing) when you're traveling along a route.,
Clew/localizations/en.lproj/Localizable.strings,settingsWalkThroughPhoneBodyOffsetTextParagraph2,Determine whether to use the phone body offset correction page text paragraph 2,Clew's Automatic Phone Pose & Alignment Correction feature helps correct for any offset or changes to the pose of your phone. It's especially useful for users who have difficulty perceiving their phone's spatial orientation or direction during travel and will make the navigation with Clew more accurate.,
Clew/localizations/en.lproj/Localizable.strings,settingsWalkThroughPhoneBodyOffsetTextParagraph3,Determine whether to use the phone body offset correction page text paragraph 3,"If you enable this feature, we recommend that you maintain your phone in a fixed position, like against your chest whenever you're navigating with Clew.",
Clew/localizations/en.lproj/Localizable.strings,settingsWalkThroughPhoneBodyOffsetTextParagraph4,Determine whether to use the phone body offset correction page text paragraph 4,Select below to enable or disable the Automatic Phone Pose Correction.,
Clew/localizations/en.lproj/Localizable.strings,settingsWalkThroughPhoneBodyOffsetTitle,Determine whether to use the phone body offset correction page title,Automatic Phone Pose Correction,
Clew/localizations/en.lproj/Localizable.strings,settingsWalkThroughSetUnitsImperialButton,Imperial option button text,Imperial (feet),
Clew/localizations/en.lproj/Localizable.strings,settingsWalkThroughSetUnitsMetricButton,Metric option button text,Metric (meters),
Clew/localizations/en.lproj/Localizable.strings,settingsWalkThroughSetUnitsText,Set units page text,"When providing directional cues, Clew may announce distance using either metric units (meters) or Imperial units (Feet). Please select the unit system that's best for you.",
Clew/localizations/en.lproj/Localizable.strings,settingsWalkThroughSetUnitsTitle,Set units page title,Units of Distance,
Clew/localizations/en.lproj/Localizable.strings,settingsWalkThroughTitle,Settings Walk Through,Clew Initial Setup,
Clew/localizations/en.lproj/Localizable.strings,shareActionText,This is the text that appears when a user tries to share a saved route. This text is used in an option menu when a route is selected and it describes the action for share a route.,Share,Compartir
Clew/localizations/en.lproj/Localizable.strings,sharingYourExperiencePop-UpContent,Disclaimer shown to the user when they open the app for the first time,Help us improve the app by logging your Clew experience. These logs will not include any images or personal information. You can turn this off in Settings.,Ayúdanos a mejorar la aplicación registrando tu experiencia con Clew. Estos registros de usuario no incluirán ninguna imagen o información personal. Puedes desactivar esto en los ajustes.
Clew/localizations/en.lproj/Localizable.strings,sharingYourExperiencePop-UpHeading,When opening the app for the first time,Sharing your experience with Clew,Comparte tu experiencia con Clew
Clew/localizations/en.lproj/Localizable.strings,showAdjustOffsetSuggestionTitle,Enable Correct Phone / Body Alignment Alert,"Enable Automatic ""Correct Offset of Phone / Body""?","Habilitar la compensación automática del teléfono / cuerpo""?"
Clew/localizations/en.lproj/Localizable.strings,signInWithAppleButtonText,This is the text which appears on the sign in with Apple buttton,Sign In,Iniciar sesión
Clew/localizations/en.lproj/Localizable.strings,signInWithAppleDescription,A description of why we'd like the user to sign in with their Apple ID,"As we develop Clew, we're seeking feedback so we can make the app a better tool for navigation. Please sign in with Apple to help our team improve the app!","A medida que desarrollamos Clew, buscamos comentarios para hacer de la aplicación una mejor herramienta de navegación. Inicia sesión con Apple para ayudar a nuestro equipo a mejorar la aplicación."
Clew/localizations/en.lproj/Localizable.strings,signInWithAppleTitle,Signing in with apple id,Please sign in.,"Por favor, regístrate."
Clew/localizations/en.lproj/Localizable.strings,signInwithAppleButtonAccessibilityLabel,,Sign In,
Clew/localizations/en.lproj/Localizable.strings,significantVersionChanges-Confirmation,What the user clicks to acknowledge the significant changes message and dismiss pop-up,Ok,Ok
Clew/localizations/en.lproj/Localizable.strings,significantVersionChanges-HelpMeWithSiri,What the user clicks to request help setting up Siri shortcuts,Setup Siri Shortcuts Now,
Clew/localizations/en.lproj/Localizable.strings,significantVersionChangesPop-UpContent,An alert shown to the user to alert them to the fact that significant changes have been made to the app.,"This new version of Clew features a route sharing feature and a redesigned workflow for saving routes. Please note that ""landmarks"" are now called ""anchor points"". Also, some menus previously on the home screen are now available through the ""options"" menu. See the help menu for more details.","Esta nueva versión de Clew incluye una función para compartir rutas y un proceso distinto para guardarlas. Por favor, ten en cuenta que los ""puntos de referencia"" ahora se llaman ""puntos de anclaje"". Además, algunos menús que antes estaban en la pantalla de inicio ahora están disponibles a través del menú ""Opciónes"". Consulta el menú de ayuda para más detalles."
Clew/localizations/en.lproj/Localizable.strings,significantVersionChangesPop-UpHeading,The heading of a pop-up telling the user that significant changes have been made to this app version,Important Changes,Cambios importantes
Clew/localizations/en.lproj/Localizable.strings,significantVersionChangesPopHandsFree-UpContent,An alert shown to the user to alert them to the fact that significant changes have been made to the app.,"Now you can use Siri with this new version of Clew. Please note that you can only use Siri with ""Single Use Route"". Please ensure that you have enabled Hey Siri on your iPhone through Settings > Siri & Search > Listen for Hey Siri. You will now be prompted to add Siri shortcuts after each action you take, when this is done you can simply say: ""Hey Siri, Activity name"".",
Clew/localizations/en.lproj/Localizable.strings,singleUsePlayPauseViewText,Information displayed to the user on the play pause screen after they have recorded a single use route. This describes the functionality of the play and pause buttons.,"In order to immediately perform return navigation, press the play button and follow the instructions provided. In order to pause the session to perform return navigation at a later point, press the pause button and complete the anchor point procedure.","Para iniciar inmediatamente la navegación de retorno, pulsa el botón de reproducción y sigue las instrucciones proporcionadas. Para pausar la sesión y realizar la navegación de retorno en un momento posterior, pulsa el botón de pausa y completa el procedimiento del punto de anclaje."
Clew/localizations/en.lproj/Localizable.strings,singleUseRouteAnchorPointText,Information on how to record an anchor point when used for pausing a single use route,"To be able to resume your tracking at a later point you need to record an anchor point for the end of your route. An anchor point records the position and alignment of your device so the app can reload your route from a temporary file. As a result the accuracy of your return navigation relies entirely on how accurately you can realign and position your phone with your saved anchor point at a later point. We suggest using the text and voice note buttons to record a text note and/or a voice recording which can help you realign your device to the anchor point you recorded at a later time.
To create an anchor point, hold your device flat with the screen facing up. Press the top (short) edge flush against a flat vertical surface (such as a wall) the ”align” button starts a %lu-second countdown. The countdown is intended to give you time to position your device; the anchor point will be saved at the end of the countdown.","Para poder reanudar el seguimiento en un momento posterior, necesitas grabar un punto de anclaje que señale el final de la ruta. Un punto de anclaje registra la posición y la alineación de tu dispositivo para que la aplicación pueda recargar tu ruta desde un archivo temporal. La precisión de la navegación de retorno depende totalmente de la precisión con la que puedas realinear y posicionar el teléfono con el punto de anclaje guardado. Te sugerimos que utilices los botones de texto y de nota de voz para grabar una nota de texto y/o una grabación de voz que pueda ayudarte a realinear tu dispositivo con el punto de anclaje que grabes.
Para crear un punto de anclaje, mantén tu dispositivo plano con la pantalla hacia arriba, presionando el borde superior (el corto) a ras con una superficie vertical plana (como una pared). Tras ello, inicia una cuenta atrás de %lu-segundo con el botón ”Alinear”. La cuenta atrás tiene por objetivo darte tiempo para posicionar tu dispositivo. El punto de anclaje se guardará al final de la cuenta atrás."
Clew/localizations/en.lproj/Localizable.strings,singleUseRouteAnchorPointToPausedStateAnnouncement,Announcements which signify the end of a process,Anchor point saved. You may now close the app and return later for return navigation.,Punto de anclaje guardado. Ahora puedes cerrar la aplicación y volver más tarde para la navegación de retorno.
Clew/localizations/en.lproj/Localizable.strings,singleUseRouteButtonText,This is the text which appears on the single use route buttton,Single Use Route,Ruta de un solo uso
Clew/localizations/en.lproj/Localizable.strings,singleUseRouteToRecordingRouteAnnouncement,This is an announcement which is spoken when the user starts recording a single use route. it informs the user that they are recording a single use route.,Now recording a single use route.,Grabando una ruta de un solo uso.
Clew/localizations/en.lproj/Localizable.strings,singleUseRouteTutorialButtonText,Title for the single use route part of the tutorial,Single Use Routes,
Clew/localizations/en.lproj/Localizable.strings,singleUseRouteTutorialInstructionTextParagraph1,Instructions for using the single use route paragraph 1,Clew's Single Use Routes feature helps you find your way back after going from one place to another. This feature records your path when you walk from point-A to point-B. It then provides you with the return route directions and necessary cues.,
Clew/localizations/en.lproj/Localizable.strings,singleUseRouteTutorialInstructionTextParagraph2,Instructions for using the single use route paragraph 2,"For example, you can perform a single use route when going from a lobby area to a room, and then you want to return back to the lobby area.",
Clew/localizations/en.lproj/Localizable.strings,singleUseRouteTutorialInstructionTextParagraph3,Instructions for using the single use route paragraph 3,The Single Use Route allows you to navigate a return route only once. The Save Routes feature allows you to navigate a route multiple times.,
Clew/localizations/en.lproj/Localizable.strings,siriWalkthroughButtonText,Title for the Siri Walk Through,Siri Shortcuts Setup,
Clew/localizations/en.lproj/Localizable.strings,siriWalkthroughCompleteText,Text for when you complete the Siri shortcut setup,Nice Job! Your Siri shortcuts are now ready for you to use. You can come back to Siri shortcuts to make any changes to the shortcuts at any time by tapping on the Main Menu icon or from within the tutorials.,
Clew/localizations/en.lproj/Localizable.strings,siriWalkthroughCompleteTitle,Title for when you complete the Siri shortcut setup,Siri Shortcuts Setup Complete,
Clew/localizations/en.lproj/Localizable.strings,siriWalkthroughSetEndRecordingShortcutText,The page text for setting the Siri shortcut for ending the route recording,"The setup will take you to Apple's Siri shortcuts where you'll write the phrase that you want Siri to recall as the voice command. We recommend using short phrases that are easy to remember and are specific to its feature or function. Some suggested phrases are: ""End the route"", ""Clew stop recording the route"". Tap the Setup button below to begin.",
Clew/localizations/en.lproj/Localizable.strings,siriWalkthroughSetEndRecordingShortcutTitle,The page title for setting the Siri shortcut for ending the route recording,Stop Recording Route,
Clew/localizations/en.lproj/Localizable.strings,siriWalkthroughSetNavigateBackText,Text for setting the Siri shortcut for ending the route recording,"The setup will take you to Apple's Siri shortcuts where you'll write the phrase that you want Siri to recall as the voice command. We recommend using short phrases that are easy to remember and are specific to its feature or function. Some suggested phrases are: ""Return me back"", ""Clew start return navigation"". Tap the Setup button below to begin.",
Clew/localizations/en.lproj/Localizable.strings,siriWalkthroughSetNavigateBackTitle,Title for setting the Siri shortcut for ending the route recording,Return Me Back,
Clew/localizations/en.lproj/Localizable.strings,siriWalkthroughSetRecordRouteShortcutText,The page text for the Siri shortcut for recording a route,"The setup will take you to Apple's Siri shortcuts where you'll write the phrase that you want Siri to recall as the voice command. We recommend using short phrases that are easy to remember and are specific to its feature or function. Some suggested phrases are: ""Start a single use route"", ""Clew start single use route"". Tap the Setup button below to begin.",
Clew/localizations/en.lproj/Localizable.strings,siriWalkthroughSetRecordRouteShortcutTitle,The page title for the Siri shortcut for recording a route,Start Single Use Route,
Clew/localizations/en.lproj/Localizable.strings,siriWalkthroughTutorialButtonText,Title for the siri walkthrough part of the tutorial,Siri Shortcuts,
Clew/localizations/en.lproj/Localizable.strings,siriWalkthroughTutorialInstructionTextParagraph1,Information about what the siri shortcuts are paragraph 1,Siri shortcuts offer a convenient and hand-free way to use apps by voice commands You can control certain functions within Clew using Siri voice commands. Please note that it's important to speak the correct voice command in order for the shortcut to work. The list below shows the currently available Siri shortcuts for Clew.,
Clew/localizations/en.lproj/Localizable.strings,siriWalkthroughTutorialInstructionTextParagraph2,Information about what the siri shortcuts are paragraph 2,Tap the 'Siri Shortcuts Setup' button if it's your first time using Siri for Clew.,
Clew/localizations/en.lproj/Localizable.strings,siriWalkthroughTutorialTitleText,Title for the Siri walkthrough part of the tutorial,Siri Shortcuts,
Clew/localizations/en.lproj/Localizable.strings,slightLeftDirection,Direction to user to take a slight left turn,Slight left,Gira ligeramente a la izquierda
Clew/localizations/en.lproj/Localizable.strings,slightRightDirection,Direction to user to take a slight right turn,Slight right,Gira ligeramente a la derecha
Clew/localizations/en.lproj/Localizable.strings,startAlignmentCountdownButtonAccessibilityLabel,this is athe accessibility label for the button which allows the user to start an alignment procedure when saving an anchor point,Start alignment countdown,Iniciar la cuenta atrás de la alineación
Clew/localizations/en.lproj/Localizable.strings,startNavigationShortcutDescription,The description to use for the starting to navigate a route Siri shortcut,Tell Clew to start navigating the route,
Clew/localizations/en.lproj/Localizable.strings,startNavigationShortcutSuggestedPhrase,This is the default invocation phrase suggested to the user for the start navigation shortcut,Clew Navigate Route,
Clew/localizations/en.lproj/Localizable.strings,startNavigationShortcutTitle,The title to use for the starting to navigate a route Siri shortcut,Navigate Route,
Clew/localizations/en.lproj/Localizable.strings,startRecordingVoiceNoteAccessibilityLabel,This is the accessibility label which is played when a user with voice over selects the button to record a voice recording in the voice recorder view,Record Voice Note,Grabar nota de voz
Clew/localizations/en.lproj/Localizable.strings,startReturnNavigationButtonAccessibilityLabel,The accessibility label for the button that allows user to start navigating back along their route.,Start navigation,Iniciar la navegación
Clew/localizations/en.lproj/Localizable.strings,startReturnNavigationButtonAcessabilityLabel,,Start return navigation,Iniciar navegación de retorno
Clew/localizations/en.lproj/Localizable.strings,startSingleUseRouteRecordingShortcutDescription,The description to use for the single use route recording Siri shortcut,Tell Clew to you record a single use route!,
Clew/localizations/en.lproj/Localizable.strings,startSingleUseRouteRecordingShortcutSuggestedPhrase,This is the default invocation phrase suggested to the user for the single use route recording shortcut,Clew Record Single Use Route,
Clew/localizations/en.lproj/Localizable.strings,startSingleUseRouteRecordingShortcutTitle,The title to use for the single use route recording Siri shortcut,Record Single Use Route,
Clew/localizations/en.lproj/Localizable.strings,startedTrackingSessionAnnouncement,Voicing directions,Tracking session initialized.,Sesión de seguimiento iniciada.
Clew/localizations/en.lproj/Localizable.strings,startingReturnNavigationAnnouncement,This is an anouncement which is played when the user performs return navigation from the play pause menu. It signifies the start of a navigation session.,Starting navigation,Iniciando la navegación
Clew/localizations/en.lproj/Localizable.strings,stopNavigationButtonAccessibilityLabel,The accessibility label of the button that allows user to stop navigating.,Stop navigation,Detener la navegación
Clew/localizations/en.lproj/Localizable.strings,stopRecordingButtonAccessibilityLabel,The accessibility label of the button that allows user to stop recording a route.,Stop recording,Detener la grabación
Clew/localizations/en.lproj/Localizable.strings,stopRecordingShortcutDescription,The description to use for the stopping a route recording Siri shortcut,Tell Clew to stop recording the route,
Clew/localizations/en.lproj/Localizable.strings,stopRecordingShortcutSuggestedPhrase,This is the default invocation phrase suggested to the user for the  stop route recording shortcut,Clew Stop Recording,
Clew/localizations/en.lproj/Localizable.strings,stopRecordingShortcutTitle,The title to use for stopping a route recording,Stop Recording Route,
Clew/localizations/en.lproj/Localizable.strings,stopRecordingVoiceNoteAccessibilityLabel,This is the accessibility label which is played when a user with voice over selects the button to stop their voice recording,Stop Recording,Detener grabación
